"international_plan","total_day_minutes","total_intl_minutes","number_customer_service_calls","total_intl_calls","churn"
"2599","no",133.1,10.3,1,8,"no"
"2600","no",225.1,8.8,0,4,"yes"
"2601","no",208.4,11.2,1,4,"no"
"2602","no",173.1,11.5,1,5,"no"
"2603","yes",162.4,11.4,2,2,"yes"
"2604","no",281.2,6.4,2,5,"no"
"2605","no",208.3,15.9,3,4,"no"
"2606","no",243.4,14.1,2,8,"no"
"2607","no",224.2,16.1,1,3,"yes"
"2608","no",189.3,9.9,3,3,"no"
"2609","no",168.3,6.7,4,2,"no"
"2610","no",232.9,10.7,1,6,"no"
"2611","no",155,5.9,1,4,"no"
"2612","no",154.4,11.8,0,3,"no"
"2613","no",234.7,8.4,2,8,"no"
"2614","no",240,7.1,1,9,"no"
"2615","yes",298.4,12.2,0,2,"yes"
"2616","no",166,10.9,1,4,"no"
"2617","no",111.6,16,0,3,"no"
"2618","no",174.5,10.7,2,2,"no"
"2619","yes",175.5,6.9,1,5,"no"
"2620","yes",157.5,11.1,3,2,"yes"
"2621","no",206.2,11,1,7,"no"
"2622","no",207.5,7.5,4,16,"no"
"2623","no",144.8,11.6,4,2,"no"
"2624","no",258.8,10.9,2,7,"no"
"2625","no",226.9,11.6,0,2,"yes"
"2626","no",152.9,12,2,5,"no"
"2627","no",156.7,12.6,2,6,"no"
"2628","no",150.8,12.5,1,1,"no"
"2629","no",221,6.8,4,3,"no"
"2630","no",322.4,6.7,1,3,"yes"
"2631","no",153.6,9.8,2,3,"no"
"2632","no",215.1,12.4,2,2,"no"
"2633","no",174.4,11.8,1,3,"no"
"2634","no",180.5,10.6,0,3,"no"
"2635","no",123.1,12.6,2,7,"no"
"2636","no",165.7,10,1,4,"no"
"2637","no",200.2,6,2,6,"no"
"2638","no",154.8,5.9,3,9,"no"
"2639","no",125.4,11.4,2,9,"no"
"2640","no",184.2,12.2,1,4,"no"
"2641","no",274.7,10.8,3,3,"no"
"2642","yes",142,11.3,1,5,"no"
"2643","yes",151.5,10,1,4,"no"
"2644","no",124.8,10.6,3,7,"no"
"2645","no",179.2,12.4,0,2,"no"
"2646","yes",246.4,12.1,2,2,"yes"
"2647","no",232.7,11.5,5,6,"no"
"2648","no",288,13.4,0,4,"yes"
"2649","no",170.8,12.7,1,1,"no"
"2650","no",216.1,9.8,1,3,"no"
"2651","no",138.7,4.9,2,4,"no"
"2652","no",210.7,9.2,3,5,"no"
"2653","no",181.8,9.7,0,9,"no"
"2654","no",61.6,12.4,1,5,"no"
"2655","no",207.7,6.8,1,3,"no"
"2656","no",219.2,10,1,5,"no"
"2657","no",227,8.9,2,1,"no"
"2658","no",245.9,8.9,3,5,"no"
"2659","no",257.3,13.5,0,7,"no"
"2660","no",121.1,16.1,2,5,"no"
"2661","no",301.5,13.4,4,2,"yes"
"2662","no",233.9,9.5,0,3,"no"
"2663","yes",99.6,13.7,2,6,"yes"
"2664","no",169.8,12.7,2,7,"no"
"2665","yes",198.8,14.4,1,3,"yes"
"2666","yes",116.2,10.1,3,3,"no"
"2667","yes",255.9,12.1,1,2,"yes"
"2668","no",187.7,10,3,4,"no"
"2669","no",195.9,8.6,0,4,"no"
"2670","no",129.4,1.1,2,2,"no"
"2671","no",221,9,2,6,"no"
"2672","no",140.5,9.5,2,5,"no"
"2673","yes",277.9,9.2,0,10,"yes"
"2674","no",224.9,6.7,3,5,"yes"
"2675","no",109.1,12.8,0,6,"no"
"2676","no",207.8,5.7,0,9,"no"
"2677","no",205.9,12.1,0,8,"no"
"2678","no",308.6,7.3,4,3,"yes"
"2679","no",242.6,14.4,2,6,"no"
"2680","no",229.6,3.3,1,3,"no"
"2681","no",166,7.7,2,3,"no"
"2682","no",144.8,13.3,0,9,"yes"
"2683","yes",106.1,12.9,0,3,"no"
"2684","no",221.8,13.2,1,4,"no"
"2685","no",204.6,9.8,2,7,"no"
"2686","no",213.5,14.1,3,3,"no"
"2687","no",152,10,2,1,"no"
"2688","yes",260.8,17,1,6,"yes"
"2689","no",166.4,10,1,2,"no"
"2690","no",177.9,15.2,0,8,"no"
"2691","no",235.1,7,3,7,"no"
"2692","no",186.8,9.7,2,4,"no"
"2693","yes",268.4,11.6,1,4,"no"
"2694","no",192.1,7.3,3,3,"no"
"2695","no",240.7,10.1,0,3,"yes"
"2696","no",179.9,9.8,2,7,"no"
"2697","no",314.1,12.3,3,5,"yes"
"2698","no",162,11.9,0,5,"no"
"2699","no",175.8,12.4,1,4,"no"
"2700","no",109.4,11.6,0,5,"no"
"2701","no",255.1,8.5,3,5,"yes"
"2702","yes",208.7,8.3,3,3,"no"
"2703","no",214.6,7.9,1,5,"no"
"2704","no",49.2,12.1,1,13,"no"
"2705","no",141.3,11.2,2,3,"no"
"2706","no",253.2,9.7,4,7,"no"
"2707","no",206,13.2,0,3,"no"
"2708","no",40.4,9,2,2,"no"
"2709","no",291.2,8.9,1,3,"yes"
"2710","no",71.2,11.7,0,3,"no"
"2711","no",261.8,14.7,0,4,"yes"
"2712","no",191.3,10,1,3,"no"
"2713","no",133.3,11.6,0,2,"no"
"2714","no",183.6,6,2,3,"no"
"2715","no",155.2,15.4,1,6,"no"
"2716","no",283.1,6.1,1,8,"no"
"2717","no",186.5,12.1,2,4,"no"
"2718","no",163.3,4.3,0,6,"no"
"2719","no",203.4,13.8,1,2,"no"
"2720","no",178.1,10,1,6,"no"
"2721","no",195.9,10.3,1,3,"no"
"2722","no",295.3,9.6,1,6,"no"
"2723","no",136.1,10.1,2,5,"no"
"2724","no",114.1,13,2,9,"no"
"2725","no",279.1,9.5,2,11,"yes"
"2726","no",169.3,12,0,3,"no"
"2727","no",214.4,9.9,2,1,"no"
"2728","yes",255.8,11.7,0,3,"no"
"2729","no",148.2,6.2,2,3,"no"
"2730","no",119.3,8.7,2,4,"no"
"2731","no",192.3,14.8,1,8,"no"
"2732","no",245.2,13.9,0,6,"yes"
"2733","yes",216.2,16.9,5,2,"yes"
"2734","no",172.4,0,2,0,"no"
"2735","yes",175.3,11.1,1,3,"no"
"2736","yes",169,13.3,0,3,"yes"
"2737","no",2.6,9.2,3,5,"no"
"2738","no",184.1,9.9,1,2,"no"
"2739","no",181.9,7.5,1,3,"no"
"2740","no",160.1,10.8,0,9,"no"
"2741","no",189.8,10.3,0,1,"no"
"2742","no",223.2,12.4,1,2,"no"
"2743","no",216,10.7,2,1,"no"
"2744","no",198.5,8,2,7,"no"
"2745","no",159.5,7.1,1,7,"no"
"2746","no",105,10.2,2,2,"yes"
"2747","no",204.5,13.4,3,1,"no"
"2748","no",274,6.2,0,1,"yes"
"2749","no",158.7,7.7,2,10,"no"
"2750","no",229.9,14.2,1,6,"no"
"2751","no",137.8,8.7,1,6,"no"
"2752","no",179.4,7.9,0,4,"no"
"2753","no",139.3,8.1,3,1,"no"
"2754","no",7.8,12.9,2,2,"no"
"2755","no",183.1,11.3,1,7,"no"
"2756","no",206.9,10.7,0,3,"no"
"2757","no",140,12.5,2,1,"no"
"2758","no",179.2,5.8,2,7,"no"
"2759","no",177.4,12,0,3,"no"
"2760","no",115.6,12.6,1,9,"no"
"2761","yes",237.3,14.2,0,4,"yes"
"2762","no",181.5,10.5,1,7,"no"
"2763","no",51.5,9.5,3,4,"no"
"2764","no",155.7,8.2,3,2,"no"
"2765","no",245,14.9,2,3,"no"
"2766","no",131.7,10.7,1,3,"no"
"2767","yes",111.1,10.5,1,6,"no"
"2768","no",88.5,8.2,3,4,"no"
"2769","no",116,12,1,2,"no"
"2770","no",155.5,9.1,1,2,"no"
"2771","no",106.5,5.7,2,3,"no"
"2772","no",175.2,13.2,1,6,"no"
"2773","no",154.7,5.9,4,2,"yes"
"2774","no",247.2,6.1,2,5,"yes"
"2775","yes",218.4,13.2,0,3,"yes"
"2776","no",227.5,9,1,13,"no"
"2777","no",185,7.4,0,7,"no"
"2778","no",186.8,12.3,2,6,"no"
"2779","no",158.8,10.3,1,3,"no"
"2780","no",208.7,8.5,0,4,"no"
"2781","no",185.9,11.3,3,4,"no"
"2782","no",222.5,9,2,3,"no"
"2783","no",201.1,11.6,3,3,"no"
"2784","no",167.9,9.1,1,2,"no"
"2785","no",239.1,10.9,3,3,"yes"
"2786","no",175.7,9.2,5,3,"yes"
"2787","no",111.2,9,6,6,"yes"
"2788","no",87.7,10.8,1,6,"no"
"2789","no",244.1,7.2,0,2,"no"
"2790","no",165,7.7,2,4,"no"
"2791","no",127.4,9.1,0,3,"no"
"2792","no",194.8,5.5,0,3,"no"
"2793","no",54.7,11.1,1,4,"no"
"2794","no",283.4,14.4,2,7,"no"
"2795","yes",258,10.9,0,3,"yes"
"2796","no",90.5,9.3,1,2,"no"
"2797","no",235.6,16.2,0,2,"no"
"2798","no",142.5,10,2,4,"no"
"2799","no",54,10.2,1,8,"no"
"2800","no",214.8,9.4,3,3,"no"
"2801","yes",251.4,11,0,2,"yes"
"2802","no",139,6.1,4,3,"no"
"2803","no",117.3,14.4,2,2,"no"
"2804","no",264,10.6,3,8,"no"
"2805","no",82.6,9.1,1,4,"no"
"2806","yes",175.8,11.4,1,5,"no"
"2807","no",220.4,13.6,2,8,"no"
"2808","no",217,11.8,2,4,"no"
"2809","no",129,11.6,1,5,"no"
"2810","no",150.5,3.5,1,3,"no"
"2811","no",193.3,11.1,0,4,"no"
"2812","no",189.5,10.8,2,5,"no"
"2813","no",137.8,11,2,6,"no"
"2814","no",129.3,12.3,3,4,"no"
"2815","no",115.6,10.7,1,6,"no"
"2816","no",221.9,7.2,2,5,"no"
"2817","no",263.7,18.3,1,6,"yes"
"2818","no",61.3,11.4,1,9,"no"
"2819","yes",183.8,10.1,1,4,"no"
"2820","no",167.4,10.3,0,3,"yes"
"2821","no",154.1,13.2,4,2,"no"
"2822","no",252,5.7,0,5,"no"
"2823","yes",163.1,11.2,0,3,"no"
"2824","no",198.3,16.6,2,4,"no"
"2825","no",324.7,13.1,0,5,"yes"
"2826","no",128.3,14.3,2,9,"no"
"2827","no",187.9,10.2,2,11,"no"
"2828","no",129.2,10.3,5,4,"yes"
"2829","yes",125.5,6.3,4,6,"yes"
"2830","no",257.2,12.6,1,4,"no"
"2831","no",124.6,10.5,1,6,"no"
"2832","no",175.1,9.9,1,3,"no"
"2833","no",124.3,7.5,3,5,"no"
"2834","no",271.6,11.6,2,9,"no"
"2835","no",219.9,11.7,1,7,"no"
"2836","no",183.3,10.4,3,15,"no"
"2837","no",101.1,10.3,2,5,"no"
"2838","no",203.3,14.3,1,3,"no"
"2839","no",175.4,10.5,2,3,"no"
"2840","no",266,14.2,2,2,"yes"
"2841","no",171.6,10.8,0,7,"no"
"2842","no",78.7,14,0,8,"no"
"2843","no",211.9,9.4,0,2,"no"
"2844","no",63.7,10,1,6,"no"
"2845","no",173.4,11.5,1,4,"no"
"2846","yes",237.7,4.5,0,4,"no"
"2847","no",225.9,10.1,1,4,"no"
"2848","yes",173,12.2,0,4,"no"
"2849","no",224.9,8,0,2,"no"
"2850","no",237.7,7.7,1,4,"no"
"2851","no",137,10,2,5,"no"
"2852","no",142.5,8.2,2,3,"no"
"2853","no",142.4,4.6,1,4,"no"
"2854","no",147,8.7,2,3,"no"
"2855","no",220.3,10.6,1,4,"no"
"2856","no",149.2,8.1,1,2,"no"
"2857","no",204.4,10,0,4,"no"
"2858","no",216.8,5.6,1,2,"no"
"2859","no",308,7.4,1,3,"no"
"2860","no",58,11.5,0,3,"no"
"2861","no",173.2,11.8,2,6,"no"
"2862","no",210.3,13.1,4,3,"no"
"2863","no",58.9,12.1,0,6,"no"
"2864","no",236.8,9.7,3,3,"no"
"2865","no",228.9,12.5,0,2,"no"
"2866","no",90,8.6,2,6,"yes"
"2867","no",146.7,11.1,2,4,"no"
"2868","no",237.3,11.2,1,6,"no"
"2869","yes",162.8,13.6,0,3,"yes"
"2870","no",186.9,8.9,1,2,"no"
"2871","no",86.1,9.1,2,9,"no"
"2872","no",212.3,11.3,2,2,"no"
"2873","no",151,9.2,2,2,"no"
"2874","no",158.6,6.9,2,5,"no"
"2875","no",296,12.3,0,10,"yes"
"2876","no",212.3,6.6,3,2,"no"
"2877","no",234.4,10.4,3,6,"no"
"2878","no",176.8,6.5,2,3,"no"
"2879","no",157.3,9.6,0,6,"no"
"2880","no",146.6,10,1,2,"no"
"2881","no",260.5,9.8,1,5,"no"
"2882","no",146.1,6.2,1,3,"no"
"2883","yes",124.5,11.4,2,2,"yes"
"2884","no",209.4,9.8,1,11,"no"
"2885","no",285.7,8.7,1,4,"yes"
"2886","no",190.9,8.4,1,2,"no"
"2887","no",144.4,9.9,1,3,"no"
"2888","no",208.8,11.1,2,4,"no"
"2889","no",77.6,10.9,1,2,"no"
"2890","no",271.1,8.4,1,6,"yes"
"2891","no",240.8,11.6,0,1,"no"
"2892","no",114.8,12.2,0,5,"no"
"2893","no",138.8,11.8,1,7,"no"
"2894","no",209.8,7.2,0,6,"no"
"2895","no",134.9,14.7,3,2,"no"
"2896","yes",164,6.4,0,4,"no"
"2897","no",245.5,9.1,1,4,"no"
"2898","no",80.3,16.6,0,3,"no"
"2899","no",90.7,5.6,2,5,"no"
"2900","no",190.3,3.8,1,4,"no"
"2901","no",108.6,7.9,1,5,"yes"
"2902","no",89.8,9.3,4,7,"yes"
"2903","no",252.4,10,2,3,"no"
"2904","no",183.4,6.7,5,4,"no"
"2905","yes",183.4,10.4,2,9,"no"
"2906","no",155.2,3.8,3,9,"no"
"2907","no",165.8,0,1,0,"no"
"2908","no",209.4,12.8,0,1,"no"
"2909","no",279.3,7.9,2,2,"yes"
"2910","no",174.1,7.7,2,2,"no"
"2911","no",175.7,9.1,2,2,"no"
"2912","yes",256.5,13,1,3,"no"
"2913","no",170.2,4.3,0,3,"no"
"2914","no",139.6,10.8,1,4,"no"
"2915","no",208.8,12.5,4,4,"no"
"2916","no",210.1,14.4,4,2,"no"
"2917","no",113.6,10.5,2,6,"no"
"2918","no",202.6,8.3,0,3,"no"
"2919","no",174.4,0,4,0,"no"
"2920","no",210.6,9.4,0,5,"no"
"2921","no",121.5,10.7,1,4,"no"
"2922","no",127.8,15.9,2,2,"no"
"2923","no",135.2,10.2,2,2,"no"
"2924","no",99.4,16.7,2,3,"no"
"2925","no",276.9,10.3,1,3,"yes"
"2926","no",163.4,11.6,2,2,"yes"
"2927","no",287.4,5,4,3,"yes"
"2928","no",120.5,10.2,1,3,"no"
"2929","no",184.1,9.8,2,3,"no"
"2930","no",185,14.9,3,4,"no"
"2931","no",160.9,12.9,1,12,"no"
"2932","no",207.6,10.9,2,6,"no"
"2933","no",209.2,11.8,1,6,"no"
"2934","yes",158.4,2.1,1,4,"no"
"2935","no",149,8.6,2,3,"yes"
"2936","no",204.5,9.8,0,2,"no"
"2937","no",288.8,9.5,0,2,"yes"
"2938","no",108.6,13.4,0,4,"no"
"2939","no",97.5,7,1,5,"no"
"2940","no",166.5,13.3,0,5,"no"
"2941","no",156.2,7.3,1,5,"no"
"2942","no",225.2,11.5,4,1,"no"
"2943","yes",287.4,10,1,3,"yes"
"2944","no",175.3,7.8,0,2,"no"
"2945","no",102.1,9.8,0,5,"no"
"2946","no",157.9,14,0,2,"no"
"2947","no",146.5,4.1,1,4,"no"
"2948","no",245.8,9,1,13,"yes"
"2949","yes",177.7,10.5,1,5,"no"
"2950","yes",250.8,10,2,5,"no"
"2951","no",117.8,11.8,0,4,"yes"
"2952","no",119.7,12.9,2,7,"no"
"2953","no",242.2,8.2,5,3,"yes"
"2954","no",163.4,9.8,7,4,"no"
"2955","no",161,8.4,3,4,"no"
"2956","no",128.7,10.3,1,5,"no"
"2957","no",81.6,8.6,1,18,"no"
"2958","no",207.7,7.3,1,1,"no"
"2959","no",128.6,6.3,6,2,"yes"
"2960","no",233.3,9.1,1,4,"no"
"2961","no",182.1,10,5,3,"yes"
"2962","no",168,8,6,2,"yes"
"2963","no",251.6,5.4,1,5,"no"
"2964","no",183.8,11.6,0,7,"no"
"2965","no",256.4,7.9,3,1,"yes"
"2966","no",180.2,8.4,1,3,"no"
"2967","no",227.8,8,1,5,"no"
"2968","no",147.8,10.2,0,6,"no"
"2969","no",234.9,13.9,1,2,"yes"
"2970","no",110.9,7.9,2,2,"no"
"2971","no",124.5,6.4,1,12,"no"
"2972","yes",233.5,9.6,0,2,"yes"
"2973","no",197.3,10.1,2,4,"yes"
"2974","no",58.2,10.4,0,5,"no"
"2975","no",212.7,7,1,6,"no"
"2976","no",151.5,11.8,0,4,"no"
"2977","yes",146.3,11.5,1,5,"no"
"2978","no",195.1,6.7,0,2,"no"
"2979","no",208.9,13,1,5,"no"
"2980","no",135.7,8.8,7,3,"yes"
"2981","no",225.9,14.3,3,3,"yes"
"2982","no",122.2,9.7,1,6,"no"
"2983","no",153.3,8.9,2,5,"no"
"2984","no",214,7.9,1,4,"no"
"2985","no",194.8,10.8,1,6,"no"
"2986","no",206.7,11,3,5,"no"
"2987","no",188,10.5,2,3,"no"
"2988","yes",122.3,13.7,3,3,"yes"
"2989","no",259.3,12,3,5,"no"
"2990","yes",115.1,13.8,2,3,"yes"
"2991","no",172.9,8.3,1,6,"no"
"2992","yes",156.4,7.3,1,5,"no"
"2993","no",128.1,11.6,1,3,"no"
"2994","no",196.6,12.5,1,3,"no"
"2995","no",227.9,5.5,1,7,"yes"
"2996","no",194.9,13.2,2,2,"no"
"2997","no",44.9,13.3,1,3,"no"
"2998","no",262.8,7.8,0,2,"no"
"2999","no",211.2,12.3,0,3,"no"
"3000","no",204,9.6,1,5,"no"
"3001","no",223.2,14.5,3,4,"no"
"3002","no",119,11.5,1,3,"no"
"3003","no",266.1,8.9,3,8,"yes"
"3004","no",134.4,9.4,1,3,"no"
"3005","no",171.1,16.2,1,3,"no"
"3006","no",170.5,10.5,2,2,"no"
"3007","no",178.5,9.9,1,7,"no"
"3008","no",205.2,14.1,3,5,"no"
"3009","no",232.8,13,0,2,"no"
"3010","no",239.9,6.7,5,3,"no"
"3011","no",55.6,12.1,2,3,"no"
"3012","no",153.5,10.6,1,3,"no"
"3013","no",109.8,11.1,1,3,"no"
"3014","no",196.1,5.2,2,6,"no"
"3015","no",166.8,11.8,0,4,"no"
"3016","no",113.2,7.1,2,7,"no"
"3017","no",203,14.6,1,9,"no"
"3018","no",242.8,6,5,3,"no"
"3019","no",156.5,12.2,2,2,"no"
"3020","no",266.7,13.8,3,3,"yes"
"3021","no",182,9.8,1,4,"no"
"3022","no",85.9,10.1,0,2,"no"
"3023","no",146.6,2.9,0,7,"no"
"3024","no",110.5,13.9,4,2,"yes"
"3025","no",118.6,11.5,1,5,"no"
"3026","no",197.6,15.6,2,12,"no"
"3027","no",210.3,10.8,6,4,"no"
"3028","no",220.3,9.4,4,6,"no"
"3029","no",150,12.5,1,6,"no"
"3030","no",161.7,9.2,0,4,"no"
"3031","no",191.4,14,3,5,"no"
"3032","yes",146.7,12.5,3,3,"no"
"3033","no",109.4,7.8,1,7,"no"
"3034","no",144.1,13.6,1,3,"no"
"3035","no",248.9,11.2,1,8,"no"
"3036","no",85.7,11.6,4,3,"yes"
"3037","no",214.8,9.4,3,5,"no"
"3038","no",158.9,6.5,0,4,"no"
"3039","no",110,6.4,2,3,"no"
"3040","no",152.8,10.5,1,2,"no"
"3041","no",145.6,10.5,0,4,"no"
"3042","no",93.3,6.5,0,4,"no"
"3043","no",216.8,8.3,0,2,"no"
"3044","no",201.9,9,1,2,"no"
"3045","no",146.4,8.5,1,2,"no"
"3046","no",272.7,10.5,2,3,"yes"
"3047","no",18.9,14.8,1,4,"no"
"3048","no",172.8,12.8,2,5,"no"
"3049","no",190.2,14,0,6,"no"
"3050","no",130.6,15.6,3,3,"no"
"3051","no",158.4,13.5,4,4,"yes"
"3052","no",166.5,15.6,1,2,"no"
"3053","no",129.3,12.9,2,2,"no"
"3054","no",199.3,7,0,10,"no"
"3055","no",185.1,9.1,0,7,"no"
"3056","no",175.4,9.7,2,2,"no"
"3057","no",263.4,10.7,2,2,"no"
"3058","no",94.2,7.3,1,3,"no"
"3059","no",189.4,7.1,3,8,"no"
"3060","no",118,11.8,2,2,"no"
"3061","no",212.1,8.4,3,5,"no"
"3062","no",222,12.4,2,6,"no"
"3063","no",222.8,13,0,4,"no"
"3064","no",190,12.2,1,2,"no"
"3065","no",271.8,8.7,4,2,"yes"
"3066","no",195.4,8.4,3,6,"no"
"3067","no",199.6,7.2,3,5,"no"
"3068","no",100,10.1,0,4,"no"
"3069","no",160.6,9.5,2,1,"no"
"3070","no",158.7,9.9,1,3,"no"
"3071","no",154.5,12,3,2,"yes"
"3072","no",192.3,6.3,1,12,"no"
"3073","no",305.1,8.5,0,5,"yes"
"3074","no",193,7.4,2,5,"no"
"3075","no",72.5,6.6,1,3,"no"
"3076","no",105.2,6.3,2,3,"no"
"3077","no",180.5,10,2,3,"no"
"3078","no",214.7,14.3,0,2,"no"
"3079","no",86.8,13.2,1,3,"no"
"3080","no",131.5,7.9,5,2,"yes"
"3081","no",135.4,17.5,0,4,"no"
"3082","no",174.3,5.9,6,3,"no"
"3083","no",203.9,12.1,3,4,"no"
"3084","no",235.5,12.5,0,5,"no"
"3085","no",157,12.1,2,2,"no"
"3086","yes",111.9,10,3,7,"no"
"3087","yes",236.3,11.2,3,8,"no"
"3088","no",163.6,8.6,0,9,"no"
"3089","no",213.6,8.9,1,3,"no"
"3090","no",143.4,9.4,3,4,"no"
"3091","no",78.3,12.1,1,4,"no"
"3092","no",97.1,10.6,1,3,"no"
"3093","no",94.1,10.1,0,2,"no"
"3094","no",226.3,8.2,2,3,"yes"
"3095","no",133.8,10.5,1,2,"no"
"3096","no",190.3,10.6,1,4,"no"
"3097","no",294.9,9.8,3,5,"no"
"3098","no",185.4,10,2,11,"no"
"3099","no",179.5,12,0,4,"no"
"3100","no",158,10.1,0,10,"no"
"3101","no",173,10.4,0,2,"no"
"3102","no",134.2,8.2,1,5,"no"
"3103","no",125.2,12.6,3,9,"no"
"3104","no",195.9,13.2,2,1,"no"
"3105","no",214.2,10.3,0,2,"no"
"3106","no",221.1,9.5,0,1,"no"
"3107","no",132,11.6,1,5,"no"
"3108","no",157.6,9.1,1,4,"no"
"3109","no",110.3,11,2,8,"no"
"3110","yes",161.5,11.2,0,13,"no"
"3111","no",171.8,10.6,1,7,"no"
"3112","no",211,11.4,1,5,"no"
"3113","no",139.3,9.3,7,3,"yes"
"3114","no",291.6,14,2,9,"yes"
"3115","no",139,12.1,0,1,"no"
"3116","no",234.8,10,4,1,"no"
"3117","no",187.6,8.8,1,1,"no"
"3118","no",159.8,13.1,2,7,"no"
"3119","no",177.1,5.2,1,5,"no"
"3120","no",117.9,11.4,0,10,"no"
"3121","no",247.6,10.8,2,6,"no"
"3122","no",169.9,8.5,1,7,"no"
"3123","no",185,14.1,3,3,"no"
"3124","no",204.9,11.3,0,5,"no"
"3125","no",225.5,9.4,3,2,"no"
"3126","no",169.7,10.5,4,3,"yes"
"3127","no",239.3,10.6,0,6,"no"
"3128","no",113.3,11.7,4,2,"yes"
"3129","no",161.9,10.2,3,11,"no"
"3130","no",133.3,5.6,2,4,"no"
"3131","no",170.7,8.7,3,1,"no"
"3132","no",189.7,8.3,5,3,"no"
"3133","no",322.3,7.8,2,5,"yes"
"3134","no",124.4,10.4,2,4,"no"
"3135","no",146.9,11.4,3,5,"no"
"3136","no",192.6,10.8,1,3,"no"
"3137","no",96.3,10.3,1,2,"no"
"3138","no",131.9,14.7,3,5,"no"
"3139","no",147.2,13.3,2,3,"no"
"3140","no",143.1,7.1,2,5,"no"
"3141","no",280.4,15.2,5,6,"no"
"3142","no",237.2,10.7,1,4,"no"
"3143","no",184.2,12.8,2,4,"no"
"3144","no",109.1,10,3,4,"no"
"3145","no",138.1,10.3,5,2,"yes"
"3146","no",186.8,8.8,3,4,"no"
"3147","no",155.4,13.9,1,5,"no"
"3148","no",245.3,8.5,4,4,"no"
"3149","yes",205.9,11,0,2,"yes"
"3150","no",207.2,11.9,1,4,"no"
"3151","no",151.5,10.7,2,5,"no"
"3152","no",221.9,7.1,0,5,"yes"
"3153","no",190,9.5,1,4,"no"
"3154","no",220.8,10.5,2,4,"no"
"3155","no",173.7,6.3,2,3,"no"
"3156","no",114.8,9.6,2,4,"no"
"3157","no",113.8,10.4,3,1,"no"
"3158","yes",143.2,6.2,4,4,"yes"
"3159","no",184.4,9.3,3,5,"no"
"3160","no",227.4,7.8,1,6,"no"
"3161","no",224,2.1,0,5,"no"
"3162","no",216.2,10,2,5,"no"
"3163","no",129.9,13.3,0,3,"no"
"3164","no",230.1,6.9,2,3,"no"
"3165","no",204.4,11,1,5,"no"
"3166","no",216.6,9.1,1,3,"no"
"3167","no",247.5,10.2,2,2,"yes"
"3168","no",228.1,9,1,2,"no"
"3169","no",225.9,11.2,1,4,"yes"
"3170","no",103.5,12,4,3,"yes"
"3171","no",115.5,7.5,0,6,"no"
"3172","no",218.8,9.7,1,6,"no"
"3173","no",223.8,12.3,3,5,"no"
"3174","no",143.8,12.9,3,4,"no"
"3175","no",29.9,8.6,2,6,"no"
"3176","no",276.7,8.3,0,3,"no"
"3177","no",141.4,8.1,0,4,"no"
"3178","no",153.9,12.8,1,5,"no"
"3179","no",190.5,13.8,0,5,"no"
"3180","no",192.6,9.4,1,4,"no"
"3181","yes",151.8,12.2,1,4,"no"
"3182","no",215.6,10.1,5,4,"no"
"3183","no",180,7.8,3,8,"no"
"3184","no",157.3,8.4,2,4,"no"
"3185","no",196.5,6.8,0,3,"no"
"3186","no",240.3,11.9,0,3,"no"
"3187","no",193.3,9.4,3,6,"no"
"3188","no",211.9,5.4,1,4,"no"
"3189","yes",218.7,8.2,1,5,"no"
"3190","yes",246.8,13.2,0,5,"yes"
"3191","no",174.7,15.8,6,3,"yes"
"3192","no",240,9.3,0,2,"yes"
"3193","no",181.2,5,2,3,"no"
"3194","no",113.7,10.8,1,3,"no"
"3195","no",174.7,13.4,0,1,"no"
"3196","no",211.1,9.7,2,9,"no"
"3197","no",169.3,12.2,1,3,"no"
"3198","no",247.4,11.3,0,2,"no"
"3199","no",131.2,12.8,2,2,"no"
"3200","no",161.4,11.8,1,5,"no"
"3201","yes",107.2,9.7,1,4,"no"
"3202","no",211.9,8.8,1,5,"no"
"3203","no",160.4,6.9,3,4,"no"
"3204","no",230.7,6.4,1,3,"no"
"3205","no",232.6,10.5,1,9,"no"
"3206","no",294.7,10.8,1,3,"yes"
"3207","no",133.4,10.2,1,13,"no"
"3208","no",306.2,11.7,0,2,"no"
"3209","no",236.8,10.4,2,5,"no"
"3210","yes",125.7,14.2,3,6,"yes"
"3211","yes",168.4,11.4,1,3,"no"
"3212","no",70.9,12,2,6,"no"
"3213","no",105,3.7,0,4,"no"
"3214","no",152.1,12,1,7,"no"
"3215","yes",180.9,8.8,3,9,"no"
"3216","no",156.6,9.4,1,6,"no"
"3217","no",180.5,2.4,0,3,"no"
"3218","no",238.8,13.2,1,8,"no"
"3219","no",182.1,13.4,2,9,"no"
"3220","no",139.6,8.8,2,2,"no"
"3221","no",200.3,10.2,0,5,"no"
"3222","no",153.5,8.5,1,6,"no"
"3223","yes",128.2,11.7,3,6,"no"
"3224","no",159.5,16.7,2,2,"no"
"3225","no",226.4,12.3,3,4,"yes"
"3226","no",251.9,8.4,2,3,"no"
"3227","no",264.5,7.5,2,4,"yes"
"3228","no",153.7,10.7,0,2,"no"
"3229","no",232.1,15,5,6,"no"
"3230","no",201.9,7.8,1,10,"no"
"3231","no",186.9,4.2,1,14,"no"
"3232","no",196.6,6.6,1,5,"no"
"3233","no",232.1,9.9,1,3,"no"
"3234","no",166,6.3,0,7,"no"
"3235","no",200.6,2.5,1,5,"no"
"3236","no",141,4.9,3,2,"no"
"3237","no",245,7.5,0,8,"no"
"3238","yes",140.8,10.9,1,7,"no"
